Unnamed: 0,text,true_label,pred_label,num_words
260,"Now run along, and don't get into mischief. I am going out.'",0,1,12
261,"“Oh, that's all right, then.” There was a moment's silence, then she went on brightly: “And do you know? I'm glad, after all, that she didn't come to meet me; because now I've got HER still coming, and I've got you besides.”",1,2,42
262,"We opened our eyes, lying on our stomach on the brick floor of a cell. We looked upon two hands lying far before us on the bricks, and we moved them, and we knew that they were our hands. But we could not move our body. Then we smiled, for we thought of the light and that we had not betrayed it.",1,1,62
263,"He swiftly lost the fastidiousness which had characterized his old life. A dainty eater, he found that his mates, finishing first, robbed him of his unfinished ration. There was no defending it. While he was fighting off two or three, it was disappearing down the throats of the others. To remedy this, he ate as fast as they; and, so greatly did hunger compel him, he was not above taking what did not belong to him. He watched and learned. When he saw Pike, one of the new dogs, a clever malingerer and thief, slyly steal a slice of bacon when Perrault’s back was turned, he duplicated the performance the following day, getting away with the whole chunk. A great uproar was raised, but he was unsuspected; while Dub, an awkward blunderer who was always getting caught, was punished for Buck’s misdeed.",2,2,142
264,"""My dear Bunce, I've already found it,"" said the crafty Bean. ""It's up in the wood on the hill. It's under a huge tree..""",0,0,24
265,"And so he, with thousands of other valiant men, fought the fire in Krakow that night. They formed in a ring about the conflagration and tore down all the buildings across which it might run. The Collegium Minus was the last building to catch on the side toward the city wall, and then the fighters tore down the houses near the old Jew Gate and stopped the fire there. The flames swept around the other buildings of the university, destroyed one or two, though not all, and were finally halted on the second street above St. Ann’s. Sweeping in the other direction, the fire had early in its progress destroyed the monastery and adjoining houses of the Church of the Franciscans, and had crossed over to Castle Street where it burned flat a whole line of buildings.",1,1,137
266,"""The repairs are not done at home, and I cannot possibly leave town just now. Of course if you were in any danger, I could and would, but you really are better, dear, whether you can see it or not. I am a doctor, dear, and I know. You are gaining flesh and color, your appetite is better, I feel really much easier about you."" ""I don't weigh a bit more,"" said I, ""nor as much; and my appetite may be better in the evening when you are here, but it is worse in the morning when you are away!""",1,1,100
267,"Hathi and his three sons had arrived, in their usual way, without a sound. The mud of the river was still fresh on their flanks, and Hathi was thoughtfully chewing the green stem of a young plantain-tree that he had gouged up with his tusks. But every line in his vast body showed to Bagheera, who could see things when he came across them, that it was not the Master of the Jungle speaking to a Man-cub, but one who was afraid coming before one who was not. His three sons rolled side by side, behind their father.",1,1,98
268,"Mr. Pontellier was very fond of walking about his house examining its various appointments and details, to see that nothing was amiss. He greatly valued his possessions, chiefly because they were his, and derived genuine pleasure from contemplating a painting, a statuette, a rare lace curtain—no matter what—after he had bought it and placed it among his household gods.",2,2,59
269,"One of my neighbors plays baseball, although she is a chicken. Another drives a fire truck, although he is a rabbit.",0,0,21
270,"""Being a hero. You know""-he shoved the morning paper at me impatiently-""like a big shot, even.""",1,0,16
